timestamp,emg1,emg2,emg3,emg4,emg5,emg6,emg7,emg8
12901957658,-2,-19,-26,-3,3,2,-1,-1
12901980128,-3,-9,12,-1,0,-2,-2,-1
12901980128,-1,14,-1,1,-2,-1,0,1
12901980761,-3,-13,0,6,2,-1,0,-2
12901980761,6,26,-17,-10,0,1,2,0
12901994482,0,-3,-2,3,-3,0,-1,0
12901994482,-1,-5,25,-4,2,-1,-2,-2
12901995144,0,8,-11,-1,-6,-2,-1,0
12901995144,-1,-5,-10,3,0,0,-1,-2
12902016882,1,3,4,1,3,0,0,0
12902016882,4,27,18,6,1,1,0,2
12902018517,-4,-5,1,-8,-3,1,-2,-2
12902018517,-2,-5,6,6,0,-2,-1,-2
12902040009,2,3,-25,-1,3,-1,1,0
12902040009,-8,-29,41,8,-6,-5,-4,-7
12902040806,0,3,-8,-7,-1,-1,0,-2
12902040806,1,-3,8,-2,-6,-1,-3,1
12902054428,-2,4,4,1,0,-1,-2,-3
12902054428,-1,-5,-15,-5,0,0,-1,-1
12902055113,1,1,2,-4,-2,-2,0,-1
12902055113,-3,0,0,-5,-3,-2,-1,-2
12902076792,-1,-10,1,1,-4,-3,-2,-1
12902076792,0,1,-12,-5,-4,0,0,-3
12902077597,-4,-2,14,2,0,-2,-2,-1
12902077597,1,1,-30,-2,3,-2,0,-1
12902100031,-4,-4,30,4,-5,-2,-4,-2
12902100031,-3,-2,-14,-11,0,0,-1,-2
12902100784,1,2,3,3,0,0,0,1
12902100784,-8,-23,-2,-1,1,0,-1,-3
12902114426,3,-2,-24,-6,-1,0,1,1
12902114426,4,9,-17,8,0,0,0,3
12902115122,-5,1,31,-10,-1,-1,-1,-2
12902115122,-1,-5,-1,2,-2,-1,-1,-1
12902136929,-5,-4,-8,-9,-1,0,-1,-1
12902136929,2,3,-16,3,2,0,2,2
12902137581,1,1,6,8,-4,-1,-2,-1
12902137581,-1,9,15,4,0,-1,-1,-1
12902160024,2,1,11,2,-1,0,0,2
12902160024,0,-5,-39,-13,-1,-1,0,-2
12902160774,-1,-2,15,9,-1,-1,-1,-1
12902160774,-4,13,11,-3,-3,-4,-1,-3
12902174399,-2,-5,-3,-1,-5,-2,-3,-4
12902174399,-3,-10,-6,-4,0,1,0,0
12902175130,-1,-2,-14,-8,-3,0,0,0
12902175130,1,0,0,3,0,-1,0,1
12902196831,-2,3,21,2,-1,-1,0,-2
12902196831,-3,0,-9,-6,0,-1,-1,-1
12902197603,1,-13,-20,13,1,-3,-1,-1
12902197603,-1,4,46,7,-4,-2,-3,-1
12902219990,-7,-20,-28,-13,-1,0,-2,-3
12902219990,-2,-7,5,2,-3,0,-2,-2
12902220800,-3,-12,-28,-7,-4,-1,-1,-1
12902220800,-1,3,-17,-1,3,3,-1,1
12902234411,-2,-22,6,4,-2,-2,-2,-3
12902234411,-1,2,9,-1,-4,-3,-1,-2
12902235071,1,6,-6,-3,1,-2,-2,-2
12902235071,0,-3,-32,-11,-3,0,0,0
12902256942,-1,9,48,10,0,-3,-1,-2
12902256942,3,-4,-8,-1,-3,-3,-3,-3
12902257580,-3,4,3,8,2,-1,0,-1
12902257580,-4,-33,-14,-16,-2,-1,-1,-3
12902280187,3,0,-10,-4,1,0,1,1
12902280187,-5,1,-7,-2,-3,-2,-1,-2
12902280873,0,6,7,-2,-4,0,-3,-2
12902280873,-1,-3,10,6,-2,-3,-1,-1
12902293755,1,3,-29,-6,-3,-3,-1,-2
12902293755,-4,-6,28,1,-2,-3,-1,-2
12902301904,1,6,-6,-8,2,1,0,0
12902301904,0,5,-22,-4,-4,-1,0,-1
12902316981,6,39,7,4,4,1,-1,2
12902316981,-2,-2,-12,4,1,0,0,-1
12902317647,-1,-5,0,-3,-1,-3,-1,-1
12902317647,4,6,15,5,0,-2,-1,1
12902340128,-4,5,-9,-8,-2,-2,-2,0
12902340128,-4,-10,-5,-8,-1,-1,-3,-2
12902340782,1,1,1,0,-1,0,0,0
12902340782,-1,8,35,5,-3,-4,-3,-2
12902354446,-3,-26,-27,-9,0,-1,-1,0
12902354446,-1,7,-5,5,1,-1,-1,1
12902355101,-3,-6,-5,-6,0,1,-1,-3
12902355101,2,2,-29,-5,1,2,0,0
12902376805,-5,-2,54,7,-4,-3,-2,-4
12902376805,3,1,-10,-3,0,-2,-2,2
12902377586,-4,-2,-9,-3,0,-3,-2,0
12902377586,3,29,1,4,1,1,1,1
12902400172,2,1,-7,2,-1,0,1,0
12902400172,0,-10,-6,0,1,0,0,-3
12902400818,6,25,15,-6,0,-1,1,0
12902400818,-4,-11,4,2,1,-2,-1,-1
12902414370,-5,-20,0,-2,-1,-2,-3,-3
12902414370,-3,0,-18,-1,-1,-1,0,0
12902415065,-7,-27,26,6,-4,-2,-2,-3
12902415065,0,-8,-27,-7,-2,-2,-1,-2
12902436797,0,9,10,4,4,0,2,1
12902436797,-1,2,5,-6,-3,-1,-2,1
12902437666,1,-1,-3,9,3,0,-3,0
12902437666,-4,-7,-15,-8,-2,0,-1,-1
12902460139,-3,-16,-4,3,2,0,0,-2
12902460139,3,4,-1,-9,-3,-1,-1,-1
12902460765,-2,-5,20,5,-3,-4,0,-1
12902460765,0,2,35,4,-2,-2,0,-1
12902476328,-3,-10,-29,-5,-1,0,-3,-1
12902476328,1,3,-2,-3,-3,-2,-2,-3
12902481798,-2,-10,-10,-3,0,0,0,-3
12902481798,-1,1,-3,-4,-2,0,-1,-1
12902496884,-1,-2,-5,-1,0,1,-1,1
12902496884,1,-1,23,6,-2,-3,-1,0
12902497561,-4,-4,-10,-1,-3,-3,-1,-2
12902497561,0,12,-3,-3,0,1,-1,0
12902520021,1,11,-2,11,-3,1,-1,-1
12902520021,1,2,-4,-7,-1,0,-1,0
12902520836,0,4,-1,-4,-4,-1,-2,-2
12902520836,-6,-11,19,-3,-2,-2,0,0
12902533602,3,17,-2,6,0,-1,1,-1
12902533602,-1,0,-35,1,1,1,0,-2
12902541798,2,0,16,-2,-2,-1,0,0
12902541798,-1,1,-13,-5,-4,-1,0,0
12902556725,2,0,-5,-11,-3,-2,-2,0
12902556725,-2,-24,14,11,0,0,-2,0
12902557511,0,12,-15,-1,-1,0,0,0
12902557511,0,-18,-5,-1,-5,-1,-5,-4
12902580068,-2,-3,0,-5,-4,-2,-1,0
12902580068,-2,-4,-15,-10,-2,-2,-2,-1
12902580734,-3,-1,20,2,-2,0,0,1
12902580734,1,0,-15,1,-1,-1,0,-1
12902602587,0,3,10,0,1,-1,-2,-1
12902602587,4,30,14,0,0,1,-1,-3
12902603256,4,9,-18,4,-2,0,-1,0
